sample_id,domain,split,split_protocol,family,cv_group,layout,condition,generator_seed,raw_image,image,ground_truth,instance_mask,legacy_reference,prompt,metadata,width_px,height_px,image_sha256,ground_truth_sha256,asset_ids,asset_sha256s,annotation_status,notes
idv2_val_L1_C5,synthetic,val,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L1,C5,42056,,datos/sinteticos_identidad_v2/imagenes/idv2_val_L1_C5_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_val_L1_C5_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_val_L1_C5_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_val_L1_C5_meta.json,2100,2970,fb52767445a451e9e5d0e40e0cb66aedc3eb5c8761e1214a8d880bc7c76dbbb7,b68de34a2f366cabd5668afef02602b4b27c32358d39b479f458eeec4f9f1fbe,A27;A07;A09;A20;A14;A29;A24;A02,8517486f4e20f2096870c1a50b9b9d26ee494eda0cea746939a3cd0f3aac8970;22e1bedef5d128ac67f4dbe31572df3b82819ca4ecd9ef4f6eb13fb137ed362b;0098fb03f8853d4af49b8f4279692bcb3c18839c44158ede35bc0f46f7f5ed74;c19096cc6e04bdd9bb625d2040f88ac91635f5c3ffce621d19d15f9368b2b084;16449cc1ca936edc61e62d4923e4560a194693222217a0ccc5511a08f2fb02d9;edc864d6f70dc1d7b7fc4236bfb14f3886c17375153a64a99b5662bfe7430e40;037f3c007c8237fcd6be76045d80eb49db8803a994a7665181750efd6dba01d9;84340707363b83754b8c0636f0a44e8394e442fee4146d7006573e8212821c1d,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_val_L1_C6,synthetic,val,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L1,C6,42057,,datos/sinteticos_identidad_v2/imagenes/idv2_val_L1_C6_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_val_L1_C6_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_val_L1_C6_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_val_L1_C6_meta.json,2100,2970,9f8d27ecc3227466188b942e0d7c242fa5dc9ff149129766de08539c0fede42c,324f983d5cd89032ae4713100cf4393954e3ee8f5ef75f374d1c2f78e93a2fc4,A27;A24;A09;A02;A14;A29;A07;A20,8517486f4e20f2096870c1a50b9b9d26ee494eda0cea746939a3cd0f3aac8970;037f3c007c8237fcd6be76045d80eb49db8803a994a7665181750efd6dba01d9;0098fb03f8853d4af49b8f4279692bcb3c18839c44158ede35bc0f46f7f5ed74;84340707363b83754b8c0636f0a44e8394e442fee4146d7006573e8212821c1d;16449cc1ca936edc61e62d4923e4560a194693222217a0ccc5511a08f2fb02d9;edc864d6f70dc1d7b7fc4236bfb14f3886c17375153a64a99b5662bfe7430e40;22e1bedef5d128ac67f4dbe31572df3b82819ca4ecd9ef4f6eb13fb137ed362b;c19096cc6e04bdd9bb625d2040f88ac91635f5c3ffce621d19d15f9368b2b084,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_val_L2_C1,synthetic,val,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L2,C1,42058,,datos/sinteticos_identidad_v2/imagenes/idv2_val_L2_C1_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_val_L2_C1_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_val_L2_C1_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_val_L2_C1_meta.json,2100,2970,62e92b3724ea9851acf8db9a5c6951927b9f058d5c48064b396d9f413d9488ef,19264a34422e2baca2761befe9b635d564e516cd0106172f54339ed88affc77e,A24;A02;A07;A20;A09;A29;A27;A14,037f3c007c8237fcd6be76045d80eb49db8803a994a7665181750efd6dba01d9;84340707363b83754b8c0636f0a44e8394e442fee4146d7006573e8212821c1d;22e1bedef5d128ac67f4dbe31572df3b82819ca4ecd9ef4f6eb13fb137ed362b;c19096cc6e04bdd9bb625d2040f88ac91635f5c3ffce621d19d15f9368b2b084;0098fb03f8853d4af49b8f4279692bcb3c18839c44158ede35bc0f46f7f5ed74;edc864d6f70dc1d7b7fc4236bfb14f3886c17375153a64a99b5662bfe7430e40;8517486f4e20f2096870c1a50b9b9d26ee494eda0cea746939a3cd0f3aac8970;16449cc1ca936edc61e62d4923e4560a194693222217a0ccc5511a08f2fb02d9,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_val_L2_C2,synthetic,val,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L2,C2,42059,,datos/sinteticos_identidad_v2/imagenes/idv2_val_L2_C2_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_val_L2_C2_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_val_L2_C2_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_val_L2_C2_meta.json,2100,2970,0007b576911b057d7f70b0ad4d10e5b7a61b95ac48ad619bf906898cc49d111d,819d8b4017b22bfb0408d88d7849e42745ddf3d91aa578c7a6fca6b160cf207e,A14;A09;A02;A07;A24;A29;A27;A20,16449cc1ca936edc61e62d4923e4560a194693222217a0ccc5511a08f2fb02d9;0098fb03f8853d4af49b8f4279692bcb3c18839c44158ede35bc0f46f7f5ed74;84340707363b83754b8c0636f0a44e8394e442fee4146d7006573e8212821c1d;22e1bedef5d128ac67f4dbe31572df3b82819ca4ecd9ef4f6eb13fb137ed362b;037f3c007c8237fcd6be76045d80eb49db8803a994a7665181750efd6dba01d9;edc864d6f70dc1d7b7fc4236bfb14f3886c17375153a64a99b5662bfe7430e40;8517486f4e20f2096870c1a50b9b9d26ee494eda0cea746939a3cd0f3aac8970;c19096cc6e04bdd9bb625d2040f88ac91635f5c3ffce621d19d15f9368b2b084,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_val_L2_C3,synthetic,val,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L2,C3,42060,,datos/sinteticos_identidad_v2/imagenes/idv2_val_L2_C3_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_val_L2_C3_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_val_L2_C3_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_val_L2_C3_meta.json,2100,2970,898e71e9e03e949c836d2709a5a76a484f0064371f9f1fe1c9f8ac03b0b444db,6def6cb4955e8eeae486cb3c50cab063f3cf31d748c0a8c653b2177dd6a58232,A29;A09;A20;A07;A14;A24;A27;A02,edc864d6f70dc1d7b7fc4236bfb14f3886c17375153a64a99b5662bfe7430e40;0098fb03f8853d4af49b8f4279692bcb3c18839c44158ede35bc0f46f7f5ed74;c19096cc6e04bdd9bb625d2040f88ac91635f5c3ffce621d19d15f9368b2b084;22e1bedef5d128ac67f4dbe31572df3b82819ca4ecd9ef4f6eb13fb137ed362b;16449cc1ca936edc61e62d4923e4560a194693222217a0ccc5511a08f2fb02d9;037f3c007c8237fcd6be76045d80eb49db8803a994a7665181750efd6dba01d9;8517486f4e20f2096870c1a50b9b9d26ee494eda0cea746939a3cd0f3aac8970;84340707363b83754b8c0636f0a44e8394e442fee4146d7006573e8212821c1d,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_val_L2_C4,synthetic,val,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L2,C4,42061,,datos/sinteticos_identidad_v2/imagenes/idv2_val_L2_C4_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_val_L2_C4_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_val_L2_C4_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_val_L2_C4_meta.json,2100,2970,1c239df1ee6e768361706f7aaee5424eae83cfcdb474faa9a64a31af8775f8b5,95255cf612169a65d3dd5e86f3b729b82cfbe1b838c5cb2e36413823aeb5a48a,A07;A02;A14;A27;A29;A24;A09;A20,22e1bedef5d128ac67f4dbe31572df3b82819ca4ecd9ef4f6eb13fb137ed362b;84340707363b83754b8c0636f0a44e8394e442fee4146d7006573e8212821c1d;16449cc1ca936edc61e62d4923e4560a194693222217a0ccc5511a08f2fb02d9;8517486f4e20f2096870c1a50b9b9d26ee494eda0cea746939a3cd0f3aac8970;edc864d6f70dc1d7b7fc4236bfb14f3886c17375153a64a99b5662bfe7430e40;037f3c007c8237fcd6be76045d80eb49db8803a994a7665181750efd6dba01d9;0098fb03f8853d4af49b8f4279692bcb3c18839c44158ede35bc0f46f7f5ed74;c19096cc6e04bdd9bb625d2040f88ac91635f5c3ffce621d19d15f9368b2b084,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_val_L2_C5,synthetic,val,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L2,C5,42062,,datos/sinteticos_identidad_v2/imagenes/idv2_val_L2_C5_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_val_L2_C5_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_val_L2_C5_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_val_L2_C5_meta.json,2100,2970,77e7cc7b6f6464f78575509ea0be181c56e8def7c2d024d2c42d9c28ef719655,97c21932b22ba6a6612839575cd0aa411d73c403e11f376dc5466ea0900e2a4f,A29;A09;A24;A14;A07;A20;A27;A02,edc864d6f70dc1d7b7fc4236bfb14f3886c17375153a64a99b5662bfe7430e40;0098fb03f8853d4af49b8f4279692bcb3c18839c44158ede35bc0f46f7f5ed74;037f3c007c8237fcd6be76045d80eb49db8803a994a7665181750efd6dba01d9;16449cc1ca936edc61e62d4923e4560a194693222217a0ccc5511a08f2fb02d9;22e1bedef5d128ac67f4dbe31572df3b82819ca4ecd9ef4f6eb13fb137ed362b;c19096cc6e04bdd9bb625d2040f88ac91635f5c3ffce621d19d15f9368b2b084;8517486f4e20f2096870c1a50b9b9d26ee494eda0cea746939a3cd0f3aac8970;84340707363b83754b8c0636f0a44e8394e442fee4146d7006573e8212821c1d,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_val_L2_C6,synthetic,val,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L2,C6,42063,,datos/sinteticos_identidad_v2/imagenes/idv2_val_L2_C6_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_val_L2_C6_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_val_L2_C6_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_val_L2_C6_meta.json,2100,2970,1f924652eeda4750a84c2b26388b7df9ff678658cf1e96f642242b7c862bd336,c3168f78f8585d588b40156ccd99d793da1f401b5e185ce0da881980991827a8,A24;A07;A29;A20;A27;A02;A09;A14,037f3c007c8237fcd6be76045d80eb49db8803a994a7665181750efd6dba01d9;22e1bedef5d128ac67f4dbe31572df3b82819ca4ecd9ef4f6eb13fb137ed362b;edc864d6f70dc1d7b7fc4236bfb14f3886c17375153a64a99b5662bfe7430e40;c19096cc6e04bdd9bb625d2040f88ac91635f5c3ffce621d19d15f9368b2b084;8517486f4e20f2096870c1a50b9b9d26ee494eda0cea746939a3cd0f3aac8970;84340707363b83754b8c0636f0a44e8394e442fee4146d7006573e8212821c1d;0098fb03f8853d4af49b8f4279692bcb3c18839c44158ede35bc0f46f7f5ed74;16449cc1ca936edc61e62d4923e4560a194693222217a0ccc5511a08f2fb02d9,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_test_L1_C1,synthetic,test,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L1,C1,42064,,datos/sinteticos_identidad_v2/imagenes/idv2_test_L1_C1_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_test_L1_C1_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_test_L1_C1_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_test_L1_C1_meta.json,2100,2970,68757db89670cab9667d82890091c71c83f9f5b7931cff78bf4458bd026ce5f3,d3a4441dfe5ce0f4dea38fa3428e31be821e564413895727e9d6966e72a06a20,A06;A18;A03;A11;A26;A15;A28;A17,7a941697f8c43e6d6a6ed3560545e46e787860eb6a0beda4acc1a7ce554dee6e;1ebd70376b9deddc477fd379d5e240eac3aef08b26d3b33cf6b1e4e8c2432dd1;94651695138aa43cb0063d713e722cdfe7a8ebb40cbca8154eff702a1ab90e1f;e60c1232de0ae7cca32f8f34f89e224080368bdb64ed25d10c0e969a93273b60;ecb5ed129ff05642dac143b3d799e2406167e781008825561d386bbe19247828;2f33665278e59c4431298f5b24dc87ab9248edcc1605f6656ccff9ca038d61b7;b9480fb241ad6374d0da53171115a1fe98e5ccc335e49f100416d9db650cd1fd;76a18af0e6b1d644a36cbd13d4c899b4895b2de863942ac781b8b5cbee3354dd,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_test_L1_C2,synthetic,test,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L1,C2,42065,,datos/sinteticos_identidad_v2/imagenes/idv2_test_L1_C2_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_test_L1_C2_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_test_L1_C2_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_test_L1_C2_meta.json,2100,2970,834881504f30e4629a5a83477f230f140ce12a3e21a8cfc3d1484a2cbb638528,ac1a813c028aea6ab46f108ce3a8ce44e9421c83f8836b39762103acffe4dfb0,A18;A03;A15;A11;A17;A28;A06;A26,1ebd70376b9deddc477fd379d5e240eac3aef08b26d3b33cf6b1e4e8c2432dd1;94651695138aa43cb0063d713e722cdfe7a8ebb40cbca8154eff702a1ab90e1f;2f33665278e59c4431298f5b24dc87ab9248edcc1605f6656ccff9ca038d61b7;e60c1232de0ae7cca32f8f34f89e224080368bdb64ed25d10c0e969a93273b60;76a18af0e6b1d644a36cbd13d4c899b4895b2de863942ac781b8b5cbee3354dd;b9480fb241ad6374d0da53171115a1fe98e5ccc335e49f100416d9db650cd1fd;7a941697f8c43e6d6a6ed3560545e46e787860eb6a0beda4acc1a7ce554dee6e;ecb5ed129ff05642dac143b3d799e2406167e781008825561d386bbe19247828,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_test_L1_C3,synthetic,test,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L1,C3,42066,,datos/sinteticos_identidad_v2/imagenes/idv2_test_L1_C3_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_test_L1_C3_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_test_L1_C3_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_test_L1_C3_meta.json,2100,2970,2c90666719cca2a6f6b3a207b2a581a0214d55b28948c6a3b0d171b3cf0918f5,0efd47b91eafd9bf126268fcfe2dba7c9f45d082526a0d63cfc5a8222cdc1f43,A06;A03;A17;A28;A26;A15;A11;A18,7a941697f8c43e6d6a6ed3560545e46e787860eb6a0beda4acc1a7ce554dee6e;94651695138aa43cb0063d713e722cdfe7a8ebb40cbca8154eff702a1ab90e1f;76a18af0e6b1d644a36cbd13d4c899b4895b2de863942ac781b8b5cbee3354dd;b9480fb241ad6374d0da53171115a1fe98e5ccc335e49f100416d9db650cd1fd;ecb5ed129ff05642dac143b3d799e2406167e781008825561d386bbe19247828;2f33665278e59c4431298f5b24dc87ab9248edcc1605f6656ccff9ca038d61b7;e60c1232de0ae7cca32f8f34f89e224080368bdb64ed25d10c0e969a93273b60;1ebd70376b9deddc477fd379d5e240eac3aef08b26d3b33cf6b1e4e8c2432dd1,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_test_L1_C4,synthetic,test,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L1,C4,42067,,datos/sinteticos_identidad_v2/imagenes/idv2_test_L1_C4_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_test_L1_C4_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_test_L1_C4_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_test_L1_C4_meta.json,2100,2970,d5bedd1ff3107dc146e4df8d11084dc9fa758c13904316afd9e9dedb636c16fc,e6a07ac4c6c19993c4b76f74ede322962ec26ad2411781aa04d680757fe12e94,A28;A26;A03;A06;A17;A11;A18;A15,b9480fb241ad6374d0da53171115a1fe98e5ccc335e49f100416d9db650cd1fd;ecb5ed129ff05642dac143b3d799e2406167e781008825561d386bbe19247828;94651695138aa43cb0063d713e722cdfe7a8ebb40cbca8154eff702a1ab90e1f;7a941697f8c43e6d6a6ed3560545e46e787860eb6a0beda4acc1a7ce554dee6e;76a18af0e6b1d644a36cbd13d4c899b4895b2de863942ac781b8b5cbee3354dd;e60c1232de0ae7cca32f8f34f89e224080368bdb64ed25d10c0e969a93273b60;1ebd70376b9deddc477fd379d5e240eac3aef08b26d3b33cf6b1e4e8c2432dd1;2f33665278e59c4431298f5b24dc87ab9248edcc1605f6656ccff9ca038d61b7,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_test_L1_C5,synthetic,test,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L1,C5,42068,,datos/sinteticos_identidad_v2/imagenes/idv2_test_L1_C5_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_test_L1_C5_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_test_L1_C5_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_test_L1_C5_meta.json,2100,2970,4ffeee2e0a33bff791209c6c13b8f1d0981de3c2b3c7f45018a756661f5d87aa,53e67a50f92d535d48ad70b41a638805b55203d8c13b85764a3dea08179fa761,A06;A28;A15;A26;A18;A11;A03;A17,7a941697f8c43e6d6a6ed3560545e46e787860eb6a0beda4acc1a7ce554dee6e;b9480fb241ad6374d0da53171115a1fe98e5ccc335e49f100416d9db650cd1fd;2f33665278e59c4431298f5b24dc87ab9248edcc1605f6656ccff9ca038d61b7;ecb5ed129ff05642dac143b3d799e2406167e781008825561d386bbe19247828;1ebd70376b9deddc477fd379d5e240eac3aef08b26d3b33cf6b1e4e8c2432dd1;e60c1232de0ae7cca32f8f34f89e224080368bdb64ed25d10c0e969a93273b60;94651695138aa43cb0063d713e722cdfe7a8ebb40cbca8154eff702a1ab90e1f;76a18af0e6b1d644a36cbd13d4c899b4895b2de863942ac781b8b5cbee3354dd,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_test_L1_C6,synthetic,test,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L1,C6,42069,,datos/sinteticos_identidad_v2/imagenes/idv2_test_L1_C6_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_test_L1_C6_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_test_L1_C6_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_test_L1_C6_meta.json,2100,2970,fb1c19d51801aa6c011ea819c8f165e5ac735f0654971ecca3650b7cd6c9e93c,a58fc683cd9c42da0d9b8d50ae8d2356c03b69a526cda3a066c071b84e20db02,A15;A17;A28;A11;A03;A18;A26;A06,2f33665278e59c4431298f5b24dc87ab9248edcc1605f6656ccff9ca038d61b7;76a18af0e6b1d644a36cbd13d4c899b4895b2de863942ac781b8b5cbee3354dd;b9480fb241ad6374d0da53171115a1fe98e5ccc335e49f100416d9db650cd1fd;e60c1232de0ae7cca32f8f34f89e224080368bdb64ed25d10c0e969a93273b60;94651695138aa43cb0063d713e722cdfe7a8ebb40cbca8154eff702a1ab90e1f;1ebd70376b9deddc477fd379d5e240eac3aef08b26d3b33cf6b1e4e8c2432dd1;ecb5ed129ff05642dac143b3d799e2406167e781008825561d386bbe19247828;7a941697f8c43e6d6a6ed3560545e46e787860eb6a0beda4acc1a7ce554dee6e,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_test_L2_C1,synthetic,test,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L2,C1,42070,,datos/sinteticos_identidad_v2/imagenes/idv2_test_L2_C1_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_test_L2_C1_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_test_L2_C1_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_test_L2_C1_meta.json,2100,2970,a60ca023019c1393473921549c75d92e4f18f6c697311940632d4e94bfe1e087,5067c3290a4755e6ec1efa118b357747d362a9b815cb3ffd806d77cd2189f716,A15;A28;A17;A03;A18;A06;A26;A11,2f33665278e59c4431298f5b24dc87ab9248edcc1605f6656ccff9ca038d61b7;b9480fb241ad6374d0da53171115a1fe98e5ccc335e49f100416d9db650cd1fd;76a18af0e6b1d644a36cbd13d4c899b4895b2de863942ac781b8b5cbee3354dd;94651695138aa43cb0063d713e722cdfe7a8ebb40cbca8154eff702a1ab90e1f;1ebd70376b9deddc477fd379d5e240eac3aef08b26d3b33cf6b1e4e8c2432dd1;7a941697f8c43e6d6a6ed3560545e46e787860eb6a0beda4acc1a7ce554dee6e;ecb5ed129ff05642dac143b3d799e2406167e781008825561d386bbe19247828;e60c1232de0ae7cca32f8f34f89e224080368bdb64ed25d10c0e969a93273b60,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_test_L2_C2,synthetic,test,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L2,C2,42071,,datos/sinteticos_identidad_v2/imagenes/idv2_test_L2_C2_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_test_L2_C2_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_test_L2_C2_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_test_L2_C2_meta.json,2100,2970,09c0529f7e6105cf26861b68a80d96665fe0943d9beed5036cca91bbe01b964f,e2fff0677ff348bcd0bb7609534d9a891c1a367ffe1ef5f95a3d2100304a1755,A11;A15;A26;A06;A17;A28;A18;A03,e60c1232de0ae7cca32f8f34f89e224080368bdb64ed25d10c0e969a93273b60;2f33665278e59c4431298f5b24dc87ab9248edcc1605f6656ccff9ca038d61b7;ecb5ed129ff05642dac143b3d799e2406167e781008825561d386bbe19247828;7a941697f8c43e6d6a6ed3560545e46e787860eb6a0beda4acc1a7ce554dee6e;76a18af0e6b1d644a36cbd13d4c899b4895b2de863942ac781b8b5cbee3354dd;b9480fb241ad6374d0da53171115a1fe98e5ccc335e49f100416d9db650cd1fd;1ebd70376b9deddc477fd379d5e240eac3aef08b26d3b33cf6b1e4e8c2432dd1;94651695138aa43cb0063d713e722cdfe7a8ebb40cbca8154eff702a1ab90e1f,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_test_L2_C3,synthetic,test,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L2,C3,42072,,datos/sinteticos_identidad_v2/imagenes/idv2_test_L2_C3_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_test_L2_C3_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_test_L2_C3_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_test_L2_C3_meta.json,2100,2970,7daf604ab2d8362d300395aa0430c856dd75dbcb3d24a72eebe9bff0caec65e5,c63afa0d6d34a3b46bf31e524a417a42613a8222b30852541b537766dd76ec61,A17;A26;A15;A11;A03;A06;A18;A28,76a18af0e6b1d644a36cbd13d4c899b4895b2de863942ac781b8b5cbee3354dd;ecb5ed129ff05642dac143b3d799e2406167e781008825561d386bbe19247828;2f33665278e59c4431298f5b24dc87ab9248edcc1605f6656ccff9ca038d61b7;e60c1232de0ae7cca32f8f34f89e224080368bdb64ed25d10c0e969a93273b60;94651695138aa43cb0063d713e722cdfe7a8ebb40cbca8154eff702a1ab90e1f;7a941697f8c43e6d6a6ed3560545e46e787860eb6a0beda4acc1a7ce554dee6e;1ebd70376b9deddc477fd379d5e240eac3aef08b26d3b33cf6b1e4e8c2432dd1;b9480fb241ad6374d0da53171115a1fe98e5ccc335e49f100416d9db650cd1fd,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_test_L2_C4,synthetic,test,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L2,C4,42073,,datos/sinteticos_identidad_v2/imagenes/idv2_test_L2_C4_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_test_L2_C4_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_test_L2_C4_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_test_L2_C4_meta.json,2100,2970,d9e8de85dc3c6222823b3d7bd60e47db9a4f17852b88e63b7460397e3eaed949,518fa72bcbf7e4bc94ae101df75ace3524e300232e0f0ebe1ca482a015e35f44,A11;A03;A06;A26;A17;A18;A28;A15,e60c1232de0ae7cca32f8f34f89e224080368bdb64ed25d10c0e969a93273b60;94651695138aa43cb0063d713e722cdfe7a8ebb40cbca8154eff702a1ab90e1f;7a941697f8c43e6d6a6ed3560545e46e787860eb6a0beda4acc1a7ce554dee6e;ecb5ed129ff05642dac143b3d799e2406167e781008825561d386bbe19247828;76a18af0e6b1d644a36cbd13d4c899b4895b2de863942ac781b8b5cbee3354dd;1ebd70376b9deddc477fd379d5e240eac3aef08b26d3b33cf6b1e4e8c2432dd1;b9480fb241ad6374d0da53171115a1fe98e5ccc335e49f100416d9db650cd1fd;2f33665278e59c4431298f5b24dc87ab9248edcc1605f6656ccff9ca038d61b7,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_test_L2_C5,synthetic,test,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L2,C5,42074,,datos/sinteticos_identidad_v2/imagenes/idv2_test_L2_C5_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_test_L2_C5_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_test_L2_C5_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_test_L2_C5_meta.json,2100,2970,d98385c6c1b1a3c080907d37dd5acfa4a6fa1d83bde86d72662942e91a373f55,be104524f705137942811a061c40df2dc0a090688fda57211be96d606f6479d0,A26;A28;A15;A11;A18;A06;A03;A17,ecb5ed129ff05642dac143b3d799e2406167e781008825561d386bbe19247828;b9480fb241ad6374d0da53171115a1fe98e5ccc335e49f100416d9db650cd1fd;2f33665278e59c4431298f5b24dc87ab9248edcc1605f6656ccff9ca038d61b7;e60c1232de0ae7cca32f8f34f89e224080368bdb64ed25d10c0e969a93273b60;1ebd70376b9deddc477fd379d5e240eac3aef08b26d3b33cf6b1e4e8c2432dd1;7a941697f8c43e6d6a6ed3560545e46e787860eb6a0beda4acc1a7ce554dee6e;94651695138aa43cb0063d713e722cdfe7a8ebb40cbca8154eff702a1ab90e1f;76a18af0e6b1d644a36cbd13d4c899b4895b2de863942ac781b8b5cbee3354dd,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
